symbol,year,month,day,open,volume
Amazon,2012,9,12,12.825,45464000
Amazon,2012,9,13,12.747,70512000
Amazon,2012,9,14,13.07,73324000
Amazon,2012,9,17,13.0625,46126000
Amazon,2012,9,18,12.924,44300000
Amazon,2012,9,19,12.9725,52736000
Amazon,2012,9,20,13.0015,58272000
Amazon,2012,9,21,13.087,121186000
Amazon,2012,9,24,12.761,54158000
Amazon,2012,9,25,12.8165,88116000
Amazon,2012,9,26,12.62,58410000
Amazon,2012,9,27,12.527,67948000
Amazon,2012,9,28,12.807,49132000
Amazon,2012,10,1,12.77,51624000
Amazon,2012,10,2,12.64,43916000
Amazon,2012,10,3,12.5605,54912000
Amazon,2012,10,4,12.8005,54008000
Amazon,2012,10,5,13.06,56130000
Amazon,2012,10,8,12.8835,35246000
Amazon,2012,10,9,12.9335,69896000
Amazon,2012,10,10,12.6,78966000
Amazon,2012,10,11,12.4,68946000
Amazon,2012,10,12,12.159,44064000
Amazon,2012,10,15,12.1425,59196000
Amazon,2012,10,16,12.2435,44082000
Amazon,2012,10,17,12.1685,66054000
Amazon,2012,10,18,12.3885,106106000
Amazon,2012,10,19,12.258,87906000
Amazon,2012,10,22,11.9405,90000000
Amazon,2012,10,23,11.5525,88616000
Amazon,2012,10,24,11.794,73574000
Amazon,2012,10,25,11.546,134826000
Amazon,2012,10,26,11.43,227350000
Amazon,2012,10,31,11.816,95952000
Amazon,2012,11,1,11.7115,78102000
Amazon,2012,11,2,11.7005,67494000
Amazon,2012,11,5,11.602,36922000
Amazon,2012,11,6,11.7705,53226000
Amazon,2012,11,7,11.7825,72484000
Amazon,2012,11,8,11.611,59648000
Amazon,2012,11,9,11.313,61850000
Amazon,2012,11,12,11.3295,42576000
Amazon,2012,11,13,11.256,52596000
Amazon,2012,11,14,11.325,60682000
Amazon,2012,11,15,11.115,68094000
Amazon,2012,11,16,11.0655,87056000
Amazon,2012,11,19,11.416,71824000
Amazon,2012,11,20,11.5,55434000
Amazon,2012,11,21,11.692,59186000
Amazon,2012,11,23,11.9945,35536000
Amazon,2012,11,26,12.0195,83566000
Amazon,2012,11,27,12.161,60970000
Amazon,2012,11,28,12.1225,54868000
Amazon,2012,11,29,12.4025,106210000
Amazon,2012,11,30,12.519,75948000
Amazon,2012,12,3,12.627,59812000
Amazon,2012,12,4,12.497,62294000
Amazon,2012,12,5,12.622,57044000
Amazon,2012,12,6,12.65,71158000
Amazon,2012,12,7,12.707,43406000
Amazon,2012,12,10,12.655,70076000
Amazon,2012,12,11,12.425,83704000
Amazon,2012,12,12,12.5535,52562000
Amazon,2012,12,13,12.5555,49204000
Amazon,2012,12,14,12.5055,50538000
Amazon,2012,12,17,12.4905,45540000
Amazon,2012,12,18,12.7285,99220000
Amazon,2012,12,19,13.065,46000000
Amazon,2012,12,20,12.918,51692000
Amazon,2012,12,21,12.891,94092000
Amazon,2012,12,24,12.865,19688000
Amazon,2012,12,26,12.8575,83054000
Amazon,2012,12,27,12.414,72786000
Amazon,2012,12,28,12.2925,37174000
Amazon,2012,12,31,12.1875,68380000
Amazon,2013,1,2,12.804,65420000
Amazon,2013,1,3,12.8635,55018000
Amazon,2013,1,4,12.879,37484000
Amazon,2013,1,7,13.1485,98200000
Amazon,2013,1,8,13.3535,60214000
Amazon,2013,1,9,13.4085,45312000
Amazon,2013,1,10,13.427,57268000
Amazon,2013,1,11,13.255,48266000
Amazon,2013,1,14,13.4,85500000
Amazon,2013,1,15,13.534,46538000
Amazon,2013,1,16,13.5265,41312000
Amazon,2013,1,17,13.575,37692000
Amazon,2013,1,18,13.5415,58840000
Amazon,2013,1,22,13.581,42754000
Amazon,2013,1,23,13.5285,50178000
Amazon,2013,1,24,13.4685,68340000
Amazon,2013,1,25,13.75,99362000
Amazon,2013,1,28,14.189,86428000
Amazon,2013,1,29,13.7675,203452000
Amazon,2013,1,30,14.15,261508000
Amazon,2013,1,31,13.552,135442000
Amazon,2013,2,1,13.4465,122300000
Amazon,2013,2,4,13.139,74472000
Amazon,2013,2,5,13.1,80258000
Amazon,2013,2,6,13.258,55408000
Amazon,2013,2,7,13.205,79514000
Amazon,2013,2,8,13.07,77584000
Amazon,2013,2,11,13.16,68074000
Amazon,2013,2,12,12.9595,58874000
Amazon,2013,2,13,13.0765,105860000
Amazon,2013,2,14,13.3685,69260000
Amazon,2013,2,15,13.3815,79598000
Amazon,2013,2,19,13.2955,57084000
Amazon,2013,2,20,13.51,70578000
Amazon,2013,2,21,13.256,72748000
Amazon,2013,2,22,13.331,62496000
Amazon,2013,2,25,13.347,60648000
Amazon,2013,2,26,13.0445,66972000
Amazon,2013,2,27,12.97,58162000
Amazon,2013,2,28,13.0905,53344000
Amazon,2013,3,1,13.1635,59140000
Amazon,2013,3,4,13.268,69060000
Amazon,2013,3,5,13.7,73724000
Amazon,2013,3,6,13.788,41014000
Amazon,2013,3,7,13.705,38780000
Amazon,2013,3,8,13.75,37596000
Amazon,2013,3,11,13.6715,38098000
Amazon,2013,3,12,13.55,64924000
Amazon,2013,3,13,13.762,37684000
Amazon,2013,3,14,13.4835,104534000
Amazon,2013,3,15,13.249,97318000
Amazon,2013,3,18,12.965,54404000
Amazon,2013,3,19,12.92,74770000
Amazon,2013,3,20,12.9025,54778000
Amazon,2013,3,21,12.8055,56128000
Amazon,2013,3,22,12.7275,62492000
Amazon,2013,3,25,12.929,50278000
Amazon,2013,3,26,12.8525,48420000
Amazon,2013,3,27,12.9375,57498000
Amazon,2013,3,28,13.291,49474000
Amazon,2013,4,1,13.349,50496000
Amazon,2013,4,2,13.12,52622000
Amazon,2013,4,3,13.106,48276000
Amazon,2013,4,4,12.9615,39288000
Amazon,2013,4,5,12.786,51148000
Amazon,2013,4,8,12.796,45912000
Amazon,2013,4,9,12.9425,43132000
Amazon,2013,4,10,13.089,46450000
Amazon,2013,4,11,13.237,61810000
Amazon,2013,4,12,13.506,57326000
Amazon,2013,4,15,13.554,66520000
Amazon,2013,4,16,13.4655,42744000
Amazon,2013,4,17,13.54,62702000
Amazon,2013,4,18,13.3405,62752000
Amazon,2013,4,19,12.908,52050000
Amazon,2013,4,22,12.9675,42382000
Amazon,2013,4,23,13.225,45412000
Amazon,2013,4,24,13.475,37056000
Amazon,2013,4,25,13.5765,122330000
Amazon,2013,4,26,13.4985,280600000
Amazon,2013,4,29,12.745,142340000
Amazon,2013,4,30,12.4685,84976000
Amazon,2013,5,1,12.695,87828000
Amazon,2013,5,2,12.447,78724000
Amazon,2013,5,3,12.807,70280000
Amazon,2013,5,6,12.9045,46956000
Amazon,2013,5,7,12.8155,62674000
Amazon,2013,5,8,12.8435,53540000
Amazon,2013,5,9,12.9365,55386000
Amazon,2013,5,10,13.044,62906000
Amazon,2013,5,13,13.1385,42990000
Amazon,2013,5,14,13.225,54000000
Amazon,2013,5,15,13.3535,54410000
Amazon,2013,5,16,13.298,32870000
Amazon,2013,5,17,13.2915,50546000
Amazon,2013,5,20,13.45,44180000
Amazon,2013,5,21,13.437,34824000
Amazon,2013,5,22,13.3695,66640000
Amazon,2013,5,23,13.0245,40006000
Amazon,2013,5,24,12.9925,33926000
Amazon,2013,5,28,13.324,69420000
Amazon,2013,5,29,13.273,38068000
Amazon,2013,5,30,13.2855,33350000
Amazon,2013,5,31,13.3,67486000
Amazon,2013,6,3,13.448,50878000
Amazon,2013,6,4,13.35,41772000
Amazon,2013,6,5,13.2905,70246000
Amazon,2013,6,6,13.3875,49526000
Amazon,2013,6,7,13.487,92652000
Amazon,2013,6,10,13.834,61730000
Amazon,2013,6,11,13.8,61956000
Amazon,2013,6,12,13.83,44778000
Amazon,2013,6,13,13.575,52996000
Amazon,2013,6,14,13.75,43016000
Amazon,2013,6,17,13.8175,57680000
Amazon,2013,6,18,13.954,42922000
Amazon,2013,6,19,14.063,56550000
Amazon,2013,6,20,13.757,59680000
Amazon,2013,6,21,13.7285,84020000
Amazon,2013,6,24,13.5645,77276000
Amazon,2013,6,25,13.615,48992000
Amazon,2013,6,26,13.699,60590000
Amazon,2013,6,27,13.959,50390000
Amazon,2013,6,28,13.8095,63866000
Amazon,2013,7,1,13.95,57764000
Amazon,2013,7,2,14.052,64764000
Amazon,2013,7,3,14.1,27460000
Amazon,2013,7,5,14.25,39708000
Amazon,2013,7,8,14.321,60934000
Amazon,2013,7,9,14.55,55512000
Amazon,2013,7,10,14.5705,36204000
Amazon,2013,7,11,14.7495,80146000
Amazon,2013,7,12,14.9345,90786000
Amazon,2013,7,15,15.3635,44912000
Amazon,2013,7,16,15.365,53204000
Amazon,2013,7,17,15.3485,40594000
Amazon,2013,7,18,15.3135,61276000
Amazon,2013,7,19,15.2195,59462000
Amazon,2013,7,22,15.4625,50414000
Amazon,2013,7,23,15.158,39992000
Amazon,2013,7,24,15.151,40010000
Amazon,2013,7,25,14.95,108116000
Amazon,2013,7,26,14.9775,176350000
Amazon,2013,7,29,15.5535,64236000
Amazon,2013,7,30,15.386,61068000
Amazon,2013,7,31,15.1955,37826000
Amazon,2013,8,1,15.154,59434000
Amazon,2013,8,2,15.2315,50052000
Amazon,2013,8,5,15.17,44664000
Amazon,2013,8,6,15.0255,36980000
Amazon,2013,8,7,15.0075,39220000
Amazon,2013,8,8,14.926,46868000
Amazon,2013,8,9,14.784,39006000
Amazon,2013,8,12,14.7895,30090000
Amazon,2013,8,13,14.794,46998000
Amazon,2013,8,14,14.7145,28300000
Amazon,2013,8,15,14.4395,45228000
Amazon,2013,8,16,14.3275,48450000
Amazon,2013,8,19,14.2595,49548000
Amazon,2013,8,20,14.294,31726000
Amazon,2013,8,21,14.2545,36306000
Amazon,2013,8,22,14.24,28452000
Amazon,2013,8,23,14.5605,39238000
Amazon,2013,8,26,14.5215,34234000
Amazon,2013,8,27,14.1935,49520000
Amazon,2013,8,28,14.018,29142000
Amazon,2013,8,29,14.0725,31328000
Amazon,2013,8,30,14.2295,30694000
Amazon,2013,9,3,14.2365,57952000
Amazon,2013,9,4,14.4165,48772000
Amazon,2013,9,5,14.6815,36332000
Amazon,2013,9,6,14.7665,45840000
Amazon,2013,9,9,14.861,32872000
Amazon,2013,9,10,15.0275,35568000
Amazon,2013,9,11,14.9455,34852000
Amazon,2013,9,12,14.9695,32124000
Amazon,2013,9,13,15.007,27012000
Amazon,2013,9,16,14.991,36168000
Amazon,2013,9,17,14.8815,45930000
Amazon,2013,9,18,15.203,58928000
Amazon,2013,9,19,15.6885,47018000
Amazon,2013,9,20,15.627,106046000
Amazon,2013,9,23,15.7005,37698000
Amazon,2013,9,24,15.6215,40672000
Amazon,2013,9,25,15.7265,40172000
Amazon,2013,9,26,15.695,39798000
Amazon,2013,9,27,15.846,33150000
Amazon,2013,9,30,15.6705,32472000
Amazon,2013,10,1,15.711,47928000
Amazon,2013,10,2,15.902,44348000
Amazon,2013,10,3,16.019501,53496000
Amazon,2013,10,4,15.7565,36300000
Amazon,2013,10,7,15.762,41664000
Amazon,2013,10,8,15.575,63324000
Amazon,2013,10,9,15.171,64948000
Amazon,2013,10,10,15.2315,51102000
Amazon,2013,10,11,15.2385,43262000
Amazon,2013,10,14,15.461,38782000
Amazon,2013,10,15,15.4935,45222000
Amazon,2013,10,16,15.419,43414000
Amazon,2013,10,17,15.3535,52968000
Amazon,2013,10,18,15.968,119396000
Amazon,2013,10,21,16.494499,50446000
Amazon,2013,10,22,16.386,78710000
Amazon,2013,10,23,16.542,56364000
Amazon,2013,10,24,16.481501,117694000
Amazon,2013,10,25,17.93,240736000
Amazon,2013,10,28,17.996,72716000
Amazon,2013,10,29,17.948,43708000
Amazon,2013,10,30,18.131001,90044000
Amazon,2013,10,31,18.0865,49336000
Amazon,2013,11,1,18.2815,66620000
Amazon,2013,11,4,18.006001,38768000
Amazon,2013,11,5,17.839001,40142000
Amazon,2013,11,6,18.022499,45646000
Amazon,2013,11,7,17.792999,84926000
Amazon,2013,11,8,17.297501,53138000
Amazon,2013,11,11,17.529499,45234000
Amazon,2013,11,12,17.6495,46862000
Amazon,2013,11,13,17.370001,55466000
Amazon,2013,11,14,17.869499,83196000
Amazon,2013,11,15,18.3815,89832000
Amazon,2013,11,18,18.514,54748000
Amazon,2013,11,19,18.291,38096000
Amazon,2013,11,20,18.378,35430000
Amazon,2013,11,21,18.202499,39292000
Amazon,2013,11,22,18.5,59310000
Amazon,2013,11,25,18.691,59446000
Amazon,2013,11,26,18.880501,54488000
Amazon,2013,11,27,19.174999,45394000
Amazon,2013,11,29,19.455,48120000
Amazon,2013,12,2,19.950001,94280000
Amazon,2013,12,3,19.505501,74058000
Amazon,2013,12,4,19.174999,47106000
Amazon,2013,12,5,19.3325,38130000
Amazon,2013,12,6,19.4175,39694000
Amazon,2013,12,9,19.4055,55236000
Amazon,2013,12,10,19.187,54736000
Amazon,2013,12,11,19.367001,49026000
Amazon,2013,12,12,19.063,42474000
Amazon,2013,12,13,19.266001,60500000
Amazon,2013,12,16,19.251499,45034000
Amazon,2013,12,17,19.532499,46878000
Amazon,2013,12,18,19.4615,69782000
Amazon,2013,12,19,19.713499,48544000
Amazon,2013,12,20,19.827499,100678000
