symbol,year2021,month2021,close1,year2022,month2022,close2,"drawdown (%)"
Amazon,2019,1,76.956497,2022,12,84.18,9.39
Apple,2019,1,39.48,2022,12,129.610001,228.29000000000002
Google,2019,1,52.734001,2022,12,88.449997,67.73
Microsoft,2019,1,101.120003,2022,12,241.009995,138.34
