symbol,year,open,volume
Amazon,2017,49.8255,65262000
Amazon,2017,50,78262000
Amazon,2017,49.929501,49096000
Amazon,2017,49.949501,75046000
Amazon,2017,50.3615,54398000
Amazon,2017,50.599998,66928000
Amazon,2017,50.297501,56460000
Amazon,2017,50.603001,55358000
Amazon,2017,50.625,152954000
Amazon,2017,48.349998,188944000
Amazon,2017,48.899502,91600000
Amazon,2017,49.429501,79498000
Amazon,2017,47.935001,107478000
Amazon,2017,49.799999,229454000
Amazon,2017,50.849998,100868000
Amazon,2017,49.900002,81536000
Amazon,2017,49.935001,58450000
Amazon,2017,50.1115,45068000
Amazon,2017,50.126999,57582000
Amazon,2017,50.424999,67724000
Amazon,2017,49.5345,75648000
Amazon,2017,48.927502,74752000
Amazon,2017,48.950001,86060000
Amazon,2017,49.006001,67806000
Amazon,2017,48.6395,58182000
Amazon,2017,48.0765,73060000
Amazon,2017,48.233002,65192000
Amazon,2017,48.477501,52868000
Amazon,2017,49.25,70926000
Amazon,2017,49.650002,59654000
Amazon,2017,50.032501,72172000
Amazon,2017,50.230999,57616000
Amazon,2017,50.119999,42050000
Amazon,2017,50.234501,74252000
Amazon,2017,50.299999,80152000
Amazon,2017,51.25,59280000
Amazon,2017,51.579498,61950000
Amazon,2017,51.063999,54692000
Amazon,2017,51.417,65760000
Amazon,2017,51.9025,48952000
Amazon,2017,52.16,58426000
Amazon,2017,53.477501,219834000
Amazon,2017,50.606998,154188000
Amazon,2017,50.952499,147042000
Amazon,2017,49.8055,91452000
Amazon,2017,50.088501,81400000
Amazon,2017,49.973499,65116000
Amazon,2017,49.484001,54606000
Amazon,2017,49.532501,53532000
Amazon,2017,49.717499,58056000
Amazon,2017,49.130001,71394000
Amazon,2017,48.814999,113682000
Amazon,2017,48,69360000
Amazon,2017,48.920502,63458000
Amazon,2017,49.445,50986000
Amazon,2017,49.0825,62642000
Amazon,2017,48.891998,70248000
Amazon,2017,48.07,65696000
Amazon,2017,47.878502,63290000
Amazon,2017,47.776001,55000000
Amazon,2017,47.969002,53366000
Amazon,2017,47.870998,103914000
Amazon,2017,47.799999,66496000
Amazon,2017,47.327,51934000
Amazon,2017,47,57486000
Amazon,2017,47.922001,58092000
Amazon,2017,48.735001,66630000
Amazon,2017,49.209999,50718000
Amazon,2017,48.77,57664000
Amazon,2017,48.416,42598000
Amazon,2017,48.700001,51336000
Amazon,2017,48.955002,52106000
Amazon,2017,48.723,43734000
Amazon,2017,49.163502,49622000
Amazon,2017,49.198502,67494000
Amazon,2017,49.84,78266000
Amazon,2017,49.650501,75204000
Amazon,2017,49.52,68226000
Amazon,2017,48.862499,53422000
Amazon,2017,48.5895,57776000
Amazon,2017,48.565498,46752000
Amazon,2017,48.050499,52836000
Amazon,2017,47.4655,102480000
Amazon,2017,47.274502,71296000
Amazon,2017,47.400002,62978000
Amazon,2017,47.592999,50452000
Amazon,2017,48.005501,50876000
Amazon,2017,48.200001,48858000
Amazon,2017,47.900002,53332000
Amazon,2017,47.710499,50548000
Amazon,2017,48.5,64584000
Amazon,2017,48.782001,75642000
Amazon,2017,49.661999,58772000
Amazon,2017,49.8335,61698000
Amazon,2017,49.563499,46742000
Amazon,2017,49.8405,81346000
Amazon,2017,50.349998,48630000
Amazon,2017,50.422001,40178000
Amazon,2017,50.279499,46394000
Amazon,2017,50.463501,49994000
Amazon,2017,49.5,62164000
Amazon,2017,49.676498,47302000
Amazon,2017,49.336498,69882000
Amazon,2017,48.450001,54478000
Amazon,2017,48.900002,60662000
Amazon,2017,49.016499,112374000
Amazon,2017,52.907001,331300000
Amazon,2017,54.7505,132262000
Amazon,2017,55.450001,69540000
Amazon,2017,55.27,75110000
Amazon,2017,54.890499,73698000
Amazon,2017,54.557499,75030000
Amazon,2017,55.4575,67622000
Amazon,2017,56.237,53780000
Amazon,2017,56.140999,51630000
Amazon,2017,56.298,74654000
Amazon,2017,56.305,43598000
Amazon,2017,56.150002,58368000
Amazon,2017,56.505501,62768000
Amazon,2017,56.350498,78574000
Amazon,2017,56.507999,44266000
Amazon,2017,56.914001,48268000
Amazon,2017,56.488499,43278000
Amazon,2017,56.643002,49588000
Amazon,2017,57.049999,71106000
Amazon,2017,58.035,70560000
Amazon,2017,60.132999,134880000
Amazon,2017,60.243999,91188000
Amazon,2017,59.740002,185150000
Amazon,2017,58.355,90184000
Amazon,2017,58.602501,82142000
Amazon,2017,58.692501,118638000
Amazon,2017,56.412998,81596000
Amazon,2017,56.899502,57066000
Amazon,2017,57.829498,50232000
Amazon,2017,58.52,61002000
Amazon,2017,58.23,47270000
Amazon,2017,58.3255,44718000
Amazon,2017,58.5,52336000
Amazon,2017,58.185501,64286000
Amazon,2017,58.9515,95572000
Amazon,2017,59.3685,58952000
Amazon,2017,59.4575,51756000
Amazon,2017,59.525002,47424000
Amazon,2017,58.794998,42462000
Amazon,2017,58.604,31702000
Amazon,2017,58.417999,40104000
Amazon,2017,58.995499,37344000
Amazon,2017,59.450001,36834000
Amazon,2017,59.1175,53768000
Apple,2017,28.950001,115127600
Apple,2017,28.9625,84472400
Apple,2017,28.98,88774400
Apple,2017,29.195,127007600
Apple,2017,29.487499,134247600
Apple,2017,29.692499,97848400
Apple,2017,29.684999,110354400
Apple,2017,29.725,108344800
Apple,2017,29.7775,104447600
Apple,2017,29.584999,137759200
Apple,2017,30,94852000
Apple,2017,29.85,102389200
Apple,2017,30.112499,130391600
Apple,2017,30,88200800
Apple,2017,29.887501,92844000
Apple,2017,30.105,129510400
Apple,2017,30.4175,105350400
Apple,2017,30.535,82251600
Apple,2017,30.2325,121510000
Apple,2017,30.2875,196804000
Apple,2017,31.7575,447940000
Apple,2017,31.995001,134841600
Apple,2017,32.077499,98029200
Apple,2017,32.282501,107383600
Apple,2017,32.634998,152735200
Apple,2017,32.837502,92016400
Apple,2017,32.912498,113399600
Apple,2017,33.115002,80262000
Apple,2017,33.27,92141600
Apple,2017,33.3675,132904800
Apple,2017,33.880001,142492400
Apple,2017,33.9175,90338400
Apple,2017,33.775002,88792800
Apple,2017,34.057499,98028800
Apple,2017,34.107498,83347600
Apple,2017,34.345001,83152800
Apple,2017,33.977501,87106400
Apple,2017,34.285,81029600
Apple,2017,34.27,93931600
Apple,2017,34.4725,145658400
Apple,2017,35,104844000
Apple,2017,34.695,84432400
Apple,2017,34.842499,87000000
Apple,2017,34.764999,69785200
Apple,2017,34.737499,74828800
Apple,2017,34.685001,88623600
Apple,2017,34.8125,78451200
Apple,2017,34.712502,69686800
Apple,2017,34.825001,61236400
Apple,2017,34.852501,102767200
Apple,2017,35.18,76928000
Apple,2017,35.25,175540000
Apple,2017,35.099998,86168000
Apple,2017,35.5275,158119600
Apple,2017,34.962502,103440800
Apple,2017,35.314999,81385200
Apple,2017,35.375,89582400
Apple,2017,34.8475,94300400
Apple,2017,35.227501,133499200
Apple,2017,35.919998,116760000
Apple,2017,36.047501,84829200
Apple,2017,35.93,78646800
Apple,2017,35.927502,79942800
Apple,2017,35.8125,79565600
Apple,2017,36.055,110871600
Apple,2017,36.072498,84596000
Apple,2017,35.932499,66688800
Apple,2017,35.900002,75733600
Apple,2017,35.735001,121517600
Apple,2017,35.400002,81400000
Apple,2017,35.477501,71291600
Apple,2017,35.369999,66328400
Apple,2017,35.352501,58790000
Apple,2017,35.470001,69313600
Apple,2017,35.305,93278400
Apple,2017,35.610001,69283600
Apple,2017,35.875,68537200
Apple,2017,35.977501,75486000
Apple,2017,36.1175,80164800
Apple,2017,35.98,56985200
Apple,2017,36.022499,83441600
Apple,2017,36.275002,134411600
Apple,2017,36.884998,181408800
Apple,2017,36.397499,182788000
Apple,2017,36.630001,93487600
Apple,2017,36.689999,109310800
Apple,2017,37.2575,195009600
Apple,2017,38.467499,156521600
Apple,2017,38.407501,103222800
Apple,2017,38.112499,109020400
Apple,2017,38.674999,130108000
Apple,2017,39.002499,104038800
Apple,2017,38.985001,80194000
Apple,2017,38.400002,203070800
Apple,2017,37.817501,134272800
Apple,2017,38.345001,107843200
Apple,2017,38.5,91865600
Apple,2017,38.724998,79675600
Apple,2017,38.459999,76712000
Apple,2017,38.432499,76942400
Apple,2017,38.5,87710400
Apple,2017,38.355,80507600
Apple,2017,38.4925,97804800
Apple,2017,38.2925,65616400
Apple,2017,38.395,111082800
Apple,2017,38.584999,101326800
Apple,2017,38.474998,106499600
Apple,2017,38.755001,84278400
Apple,2017,38.8125,85003200
Apple,2017,38.797501,259530800
Apple,2017,36.435001,289229200
Apple,2017,36.790001,136661600
Apple,2017,36.875,126124800
Apple,2017,35.830002,128661600
Apple,2017,35.945,201444400
Apple,2017,35.915001,130165600
Apple,2017,36.717499,99600400
Apple,2017,36.380001,85063200
Apple,2017,36.442501,76425200
Apple,2017,36.282501,141757600
Apple,2017,36.7925,102769600
Apple,2017,36.252499,99047600
Apple,2017,36.122501,88329600
Apple,2017,36.177502,125997600
Apple,2017,36.112499,92096400
Apple,2017,36.220001,57111200
Apple,2017,35.922501,86278400
Apple,2017,35.755001,96515200
Apple,2017,35.724998,76806800
Apple,2017,36.0275,84362400
Apple,2017,36.182499,79127200
Apple,2017,36.467499,99538000
Apple,2017,36.375,100797600
Apple,2017,36.9925,80528400
Apple,2017,37.205002,95174000
Apple,2017,37.299999,71475200
Apple,2017,37.619999,83692000
Apple,2017,37.875,68974800
Apple,2017,37.497501,105010400
Apple,2017,37.645,85972800
Apple,2017,37.950001,75415600
Apple,2017,38.337502,63124000
Apple,2017,38.4375,129905200
Apple,2017,37.4725,68854800
Apple,2017,37.474998,79383600
Apple,2017,37.275002,141474400
Apple,2017,39.82,279747200
Apple,2017,39.262501,108389200
Apple,2017,39.017502,82239600
Apple,2017,39.264999,87481200
Apple,2017,39.650002,144823600
Apple,2017,39.814999,104526000
Apple,2017,39.974998,163217200
Apple,2017,39.150002,105028400
Apple,2017,39.830002,88490800
Apple,2017,40.165001,117862000
Apple,2017,40.485001,110686400
Apple,2017,40.130001,111762400
Apple,2017,39.465,109712400
Apple,2017,39.375,105474000
Apple,2017,39.557499,86418400
Apple,2017,39.767502,77596400
Apple,2017,40.107498,79275600
Apple,2017,39.912498,101920400
Apple,2017,40.035,103864000
Apple,2017,40.025002,118067600
Apple,2017,40.950001,109078400
Apple,2017,40.91,107140400
Apple,2017,41.200001,66364400
Apple,2017,40.9375,117874000
Apple,2017,40.677502,86606800
Apple,2017,40.522499,87714000
Apple,2017,40.215,114446000
Apple,2017,40.125,126323200
Apple,2017,40.6525,286856000
Apple,2017,39.967499,179629600
Apple,2017,39.747501,95042800
Apple,2017,39.6175,196458400
Apple,2017,40.0275,113077600
Apple,2017,39.877499,83242400
Apple,2017,39.474998,211805600
Apple,2017,38.950001,150046800
Apple,2017,37.884998,186581600
Apple,2017,37.497501,177549200
Apple,2017,37.945,146640000
Apple,2017,38.450001,102016800
Apple,2017,38.4725,88022000
Apple,2017,38.302502,105199200
Apple,2017,38.564999,74795200
Apple,2017,38.502499,64921200
Apple,2017,38.407501,80655200
Apple,2017,38.544998,85135200
Apple,2017,38.7425,69630400
Apple,2017,38.952499,65051600
Apple,2017,39.014999,62468000
Apple,2017,38.9925,67622400
Apple,2017,39.087502,64500400
Apple,2017,39.182499,65576800
Apple,2017,39.474998,96486000
Apple,2017,39.945,75989200
Apple,2017,40.105,65496800
Apple,2017,39.1875,170336800
Apple,2017,39.1525,95896400
Apple,2017,39.2225,87937200
Apple,2017,39.072498,71028800
Apple,2017,39.227501,84828400
Apple,2017,39.307499,68002000
Apple,2017,39.822498,177816800
Apple,2017,40.9725,178803200
Apple,2017,41.974998,144187200
Apple,2017,42.467499,134551200
Apple,2017,41.650002,165573600
Apple,2017,43.5,237594400
Apple,2017,43.092499,140105200
Apple,2017,43.477501,97446000
Apple,2017,43.665001,97638000
Apple,2017,43.7775,117930400
Apple,2017,43.7775,100582000
Apple,2017,43.375,67928400
Apple,2017,43.259998,99130000
Apple,2017,42.4925,116632400
Apple,2017,42.794998,94550000
Apple,2017,42.759998,87598000
Apple,2017,42.572498,65049600
Apple,2017,42.695,100525200
Apple,2017,43.34,102355600
Apple,2017,43.775002,56106800
Apple,2017,43.762501,82867200
Apple,2017,43.575001,105715200
Apple,2017,43.157501,166665600
Apple,2017,42.607498,166108800
Apple,2017,42.487499,159037200
Apple,2017,43.119999,130169600
Apple,2017,42.264999,109400800
Apple,2017,41.875,114240000
Apple,2017,42.2575,102693200
Apple,2017,42.622501,93420800
Apple,2017,42.299999,141095200
Apple,2017,43.037498,77636800
Apple,2017,43.125,95273600
Apple,2017,43.099998,81906000
Apple,2017,43.407501,160677200
Apple,2017,43.720001,117684400
Apple,2017,43.7575,109745600
Apple,2017,43.717499,93902400
Apple,2017,43.5425,83799600
Apple,2017,43.669998,65397600
Apple,2017,42.700001,132742000
Apple,2017,42.525002,85992800
Apple,2017,42.75,65920800
Apple,2017,42.630001,103999600
Google,2017,40.030998,39180000
Google,2017,40.494499,30306000
Google,2017,40.375,26810000
Google,2017,40.7495,40342000
Google,2017,41.318501,28178000
Google,2017,41.3535,23948000
Google,2017,41.331001,26508000
Google,2017,41.418999,26990000
Google,2017,41.549999,25804000
Google,2017,41.5,28818000
Google,2017,41.490002,20554000
Google,2017,41.450001,21410000
Google,2017,41.454498,26124000
Google,2017,41.580502,49148000
Google,2017,42.348999,33768000
Google,2017,42.677502,33108000
Google,2017,42.952499,69866000
Google,2017,42.950001,75050000
Google,2017,41.853001,70338000
Google,2017,40.974998,40404000
Google,2017,41.200001,45020000
Google,2017,40.75,33784000
Google,2017,41.156502,30562000
Google,2017,41.046001,27018000
Google,2017,41.275002,33332000
Google,2017,41.526501,26044000
Google,2017,41.586498,23884000
Google,2017,41.647499,28302000
Google,2017,41.884998,25914000
Google,2017,41.988499,27266000
Google,2017,41.940498,27144000
Google,2017,41.924999,20102000
Google,2017,42.065498,29224000
Google,2017,42.399502,25206000
Google,2017,42.400002,24488000
Google,2017,42.554001,27734000
Google,2017,42.3825,26924000
Google,2017,42.247501,20206000
Google,2017,42.3675,27662000
Google,2017,42.569,36374000
Google,2017,42.815498,25018000
Google,2017,42.446999,20100000
Google,2017,42.342999,20958000
Google,2017,42.362999,20774000
Google,2017,42.655998,20576000
Google,2017,42.684502,26954000
Google,2017,43.134998,26732000
Google,2017,43.0415,23332000
Google,2017,43.1875,21234000
Google,2017,43.396999,26658000
Google,2017,43.526501,22090000
Google,2017,43.683998,37366000
Google,2017,43.473999,30844000
Google,2017,43.502998,50760000
Google,2017,42.473999,27334000
Google,2017,42.0695,65754000
Google,2017,42.099998,42114000
Google,2017,41.404499,38692000
Google,2017,41.984501,30384000
Google,2017,42.137501,29146000
Google,2017,42.598999,18988000
Google,2017,42.341499,28820000
Google,2017,42.4375,39388000
Google,2017,42.400002,26970000
Google,2017,42.7355,37104000
Google,2017,42.474998,30672000
Google,2017,42.25,22232000
Google,2017,42.077,20924000
Google,2017,42.084999,19486000
Google,2017,41.923,22716000
Google,2017,42.051998,21474000
Google,2017,42.069,20982000
Google,2017,42.626999,18724000
Google,2017,42.869499,21606000
Google,2017,42.987,23776000
Google,2017,43.030998,23458000
Google,2017,43.422001,33930000
Google,2017,44.112999,40760000
Google,2017,44.5695,26466000
Google,2017,44.5,46846000
Google,2017,46.450001,76918000
Google,2017,46.2075,46556000
Google,2017,46.663502,35026000
Google,2017,46.802502,36496000
Google,2017,47.5145,38752000
Google,2017,47.835999,32310000
Google,2017,47.372501,37534000
Google,2017,48.066502,33758000
Google,2017,47.811001,22920000
Google,2017,47.564499,20622000
Google,2017,47.892502,24298000
Google,2017,47.7645,26754000
Google,2017,48.177502,22030000
Google,2017,47.985001,48982000
Google,2017,47.16,36010000
Google,2017,47.640999,27206000
Google,2017,47.849998,27748000
Google,2017,48.498001,30908000
Google,2017,48.763,22660000
Google,2017,48.950001,39082000
Google,2017,49.599998,32728000
Google,2017,49.625,30324000
Google,2017,49.810501,34482000
Google,2017,49.548,26128000
Google,2017,49.429501,34710000
Google,2017,49.894501,27578000
Google,2017,50.165501,31042000
Google,2017,49.954498,27482000
Google,2017,50.211498,33758000
Google,2017,50.274502,72958000
Google,2017,47.936001,84042000
Google,2017,48.602001,40108000
Google,2017,48.775002,30110000
Google,2017,47.401001,48552000
Google,2017,47.8955,51184000
Google,2017,48.482498,29376000
Google,2017,48.765499,25946000
Google,2017,48.539501,23232000
Google,2017,48.843498,20190000
Google,2017,48.775002,31280000
Google,2017,49.5,30358000
Google,2017,48.080002,48872000
Google,2017,47.533001,54912000
Google,2017,47.567501,64134000
Google,2017,47.199501,45754000
Google,2017,46.660999,33896000
Google,2017,46.209999,41882000
Google,2017,46.25,40298000
Google,2017,46.5495,33266000
Google,2017,47.0975,29030000
Google,2017,47.526001,29224000
Google,2017,48.042999,32042000
Google,2017,48.540001,30492000
Google,2017,48.700001,21592000
Google,2017,48.816002,33210000
Google,2017,48.667999,28266000
Google,2017,49.5005,28242000
Google,2017,49.849998,28368000
Google,2017,49.450001,29266000
Google,2017,49.705002,79690000
Google,2017,48.535,118672000
Google,2017,48.639,44432000
Google,2017,48.459,74358000
Google,2017,47.399502,36276000
Google,2017,48,45670000
Google,2017,47.390499,28052000
Google,2017,47.418499,40788000
Google,2017,47.455002,22478000
Google,2017,47.197498,25092000
Google,2017,47.375999,28916000
Google,2017,47.2145,30102000
Google,2017,46.922501,28018000
Google,2017,46.75,54148000
Google,2017,46.185501,32334000
Google,2017,46.953499,23012000
Google,2017,47.051498,22130000
Google,2017,47.0625,26906000
Google,2017,47.147499,33914000
Google,2017,46.348999,26748000
Google,2017,46.288502,26024000
Google,2017,46.348,35502000
Google,2017,46.849998,22690000
Google,2017,47.185501,25892000
Google,2017,46.960499,23746000
Google,2017,46.594002,20988000
Google,2017,45.997501,23172000
Google,2017,46.783501,22406000
Google,2017,47.314999,33866000
Google,2017,47.873501,20858000
Google,2017,47.342999,29148000
Google,2017,47.193501,27830000
Google,2017,47.212502,22332000
Google,2017,47.485001,19998000
Google,2017,47.360001,26748000
Google,2017,47.346001,25696000
Google,2017,47.275002,21908000
Google,2017,47.299999,28548000
Google,2017,47.004501,39886000
Google,2017,46.7505,29474000
Google,2017,46.670502,24854000
Google,2017,46.886501,40080000
Google,2017,47.406502,27414000
Google,2017,47.1385,21496000
Google,2017,46.9725,37468000
Google,2017,46.834499,33454000
Google,2017,47.137001,46692000
Google,2017,47.8125,28018000
Google,2017,48.299999,40622000
Google,2017,48.782501,30782000
Google,2017,48.377998,21666000
Google,2017,48.588001,21156000
Google,2017,48.6395,35618000
Google,2017,49,31060000
Google,2017,49.75,25910000
Google,2017,49.764999,23268000
Google,2017,49.452,36300000
Google,2017,50.192001,30614000
Google,2017,50.455502,26552000
Google,2017,50.481499,21420000
Google,2017,50.372002,20260000
Google,2017,50.552502,25596000
Google,2017,50.237499,34284000
Google,2017,50.352501,32120000
Google,2017,50.258999,32786000
Google,2017,49.325001,28902000
Google,2017,49.313499,30574000
Google,2017,49.9235,47396000
Google,2017,51.5495,103682000
Google,2017,51.458,46804000
Google,2017,51.650002,30326000
Google,2017,51.816002,43262000
Google,2017,51.9995,26694000
Google,2017,52.137501,27770000
Google,2017,52.455002,18294000
Google,2017,52.482498,26104000
Google,2017,52.502499,24276000
Google,2017,52.400002,35892000
Google,2017,52.193501,19442000
Google,2017,52.040001,18814000
Google,2017,51.886002,21012000
Google,2017,51.75,18106000
Google,2017,51.9375,23768000
Google,2017,52.490002,26712000
Google,2017,51.799999,17526000
Google,2017,52.001999,22206000
Google,2017,52.557999,14538000
Google,2017,52.719501,16492000
Google,2017,52.928501,35430000
Google,2017,53.699501,36424000
Google,2017,52.808998,55866000
Google,2017,51.997002,45092000
Google,2017,51.5205,37762000
Google,2017,51.389999,38778000
Google,2017,50.5495,38998000
Google,2017,50.826,28710000
Google,2017,51.803501,30866000
Google,2017,52.5905,31170000
Google,2017,52.5555,23254000
Google,2017,52.5,33882000
Google,2017,52.604,27680000
Google,2017,52.774502,30962000
Google,2017,53.188999,63760000
Google,2017,53.822498,30292000
Google,2017,54.151001,26350000
Google,2017,54.046001,28728000
Google,2017,53.769501,25640000
Google,2017,53.5,17788000
Google,2017,53.431999,18376000
Google,2017,53.330002,22324000
Google,2017,53.112499,19884000
Google,2017,52.774502,23606000
Microsoft,2017,62.790001,20694100
Microsoft,2017,62.48,21340000
Microsoft,2017,62.189999,24876000
Microsoft,2017,62.299999,19922900
Microsoft,2017,62.759998,20382700
Microsoft,2017,62.73,18593000
Microsoft,2017,62.610001,21517300
Microsoft,2017,63.060001,20968200
Microsoft,2017,62.619999,19422300
Microsoft,2017,62.68,20664000
Microsoft,2017,62.669998,19670100
Microsoft,2017,62.240002,18451700
Microsoft,2017,62.669998,30213500
Microsoft,2017,62.700001,23097600
Microsoft,2017,63.200001,24672900
Microsoft,2017,63.950001,23672700
Microsoft,2017,64.120003,43554600
Microsoft,2017,65.389999,44818000
Microsoft,2017,65.690002,31651400
Microsoft,2017,64.860001,25270500
Microsoft,2017,64.360001,39671500
Microsoft,2017,63.25,45827000
Microsoft,2017,63.5,30301800
Microsoft,2017,63.5,19796400
Microsoft,2017,63.740002,20277200
Microsoft,2017,63.57,18096400
Microsoft,2017,63.52,22644400
Microsoft,2017,64.25,18170700
Microsoft,2017,64.239998,22920100
Microsoft,2017,64.410004,23108400
Microsoft,2017,64.5,17005200
Microsoft,2017,64.739998,20546300
Microsoft,2017,64.470001,21248800
Microsoft,2017,64.610001,20655900
Microsoft,2017,64.330002,19292700
Microsoft,2017,64.419998,20273100
Microsoft,2017,64.529999,21796800
Microsoft,2017,64.540001,15871500
Microsoft,2017,64.080002,23239800
Microsoft,2017,64.129997,26937500
Microsoft,2017,64.690002,24539600
Microsoft,2017,63.990002,18135900
Microsoft,2017,63.970001,18750300
Microsoft,2017,64.190002,18521000
Microsoft,2017,64.260002,21510900
Microsoft,2017,65.190002,19846800
Microsoft,2017,65.110001,19538200
Microsoft,2017,65.010002,20100000
Microsoft,2017,64.529999,14280200
Microsoft,2017,64.550003,24833800
Microsoft,2017,64.75,20674300
Microsoft,2017,64.910004,49219700
Microsoft,2017,64.910004,14598100
Microsoft,2017,65.190002,26640500
Microsoft,2017,64.120003,20680000
Microsoft,2017,64.940002,19269200
Microsoft,2017,65.360001,22617100
Microsoft,2017,64.629997,18614700
Microsoft,2017,64.959999,20080400
Microsoft,2017,65.120003,13618400
Microsoft,2017,65.419998,15122800
Microsoft,2017,65.650002,21040300
Microsoft,2017,65.809998,20400900
Microsoft,2017,65.389999,12997400
Microsoft,2017,66.300003,21448600
Microsoft,2017,65.599998,18103500
Microsoft,2017,65.849998,14108500
Microsoft,2017,65.610001,17952700
Microsoft,2017,65.599998,18791500
Microsoft,2017,65.419998,17108500
Microsoft,2017,65.290001,17896500
Microsoft,2017,65.040001,16689300
Microsoft,2017,65.330002,15155600
Microsoft,2017,65.650002,26992800
Microsoft,2017,65.459999,22299500
Microsoft,2017,65.669998,32522600
Microsoft,2017,67.480003,29770000
Microsoft,2017,67.900002,30242700
Microsoft,2017,68.080002,26190800
Microsoft,2017,68.150002,34971000
Microsoft,2017,68.910004,39548800
Microsoft,2017,68.68,31954400
Microsoft,2017,69.709999,23906100
Microsoft,2017,69.379997,28928000
Microsoft,2017,69.029999,21749400
Microsoft,2017,68.900002,19128800
Microsoft,2017,68.970001,18566100
Microsoft,2017,68.860001,22858400
Microsoft,2017,68.989998,17977800
Microsoft,2017,68.360001,28789400
Microsoft,2017,68.610001,18714100
Microsoft,2017,68.139999,31530300
Microsoft,2017,68.230003,34956000
Microsoft,2017,68.889999,30548800
Microsoft,2017,67.400002,25201300
Microsoft,2017,67.5,26961100
Microsoft,2017,67.889999,16237600
Microsoft,2017,68.720001,15425800
Microsoft,2017,68.870003,14593900
Microsoft,2017,68.970001,21854100
Microsoft,2017,69.800003,19827900
Microsoft,2017,69.790001,17072800
Microsoft,2017,70.529999,30436400
Microsoft,2017,70.239998,21603600
Microsoft,2017,70.440002,34770300
Microsoft,2017,71.970001,33316800
Microsoft,2017,72.300003,31511100
Microsoft,2017,72.639999,22301800
Microsoft,2017,72.510002,24588300
Microsoft,2017,72.040001,49187400
Microsoft,2017,69.25,47761700
Microsoft,2017,70.019997,25258600
Microsoft,2017,70.910004,25510700
Microsoft,2017,69.269997,26068700
Microsoft,2017,69.730003,48345100
